,MSA_code,name,pop,birth_death_rate,65plus,education,poverty
352,46300,"Twin Falls, ID  ",111290.0,0.011195974481085454,0.1326539832337734,0.1775,0.1305
353,46340,"Tyler, TX  ",232751.0,0.011054732310494907,0.142340795841976,0.258,0.15
354,46520,"Urban Honolulu, HI  ",974563.0,0.010572943975915359,0.14528833161282742,0.34299999999999997,0.077
355,46540,"Utica-Rome, NY  ",289990.0,0.010674506017448878,0.1637419087635856,0.22849999999999998,0.14150000000000001
356,46660,"Valdosta, GA  ",147292.0,0.01103929609211634,0.10570317145333802,0.16499999999999998,0.23775
357,46700,"Vallejo, CA  ",447643.0,0.009828144302491047,0.11333631712008128,0.262,0.079
358,47020,"Victoria, TX  ",99742.0,0.010747729141184256,0.13867495000212757,0.1885,0.14900000000000002
359,47220,"Vineland-Bridgeton, NJ  ",149527.0,0.010673657600299612,0.12616396535350768,0.147,0.152
360,47260,"Virginia Beach-Norfolk-Newport News, VA-NC  ",941445.0,0.010185937574685722,0.11112928895264221,0.25523076923076926,0.09825
361,47300,"Visalia, CA  ",466195.0,0.01098360128272504,0.094484146727577,0.14300000000000002,0.222
362,47380,"Waco, TX  ",273920.0,0.011030592873831777,0.1271259193030901,0.183,0.20299999999999999
363,47460,"Walla Walla, WA  ",229247.0,0.008431953308004031,0.14933142798815965,0.28600000000000003,0.133
364,47580,"Warner Robins, GA  ",185409.0,0.010420206138860574,0.10581994797011862,0.23349999999999999,0.1805
365,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV  ",4521148.0,0.009586060885421136,0.10462371752371928,0.4052941176470588,0.0675
366,47940,"Waterloo-Cedar Falls, IA  ",168522.0,0.01073747047863187,0.14697294720533904,0.2896666666666667,0.09900000000000002
367,48060,"Watertown-Fort Drum, NY  ",109834.0,0.01289218274851139,0.11168373053428547,0.223,0.12300000000000001
368,48140,"Wausau-Weston, WI  ",119331.0,0.010202713460877727,0.1489923651931428,0.2195,0.0905
369,48260,"Weirton-Steubenville, WV-OH  ",171046.0,0.01157291021128819,0.18570567675063276,0.17733333333333334,0.153
370,48300,"Wenatchee, WA  ",84958.0,0.010817109630641022,0.14986697930288137,0.2295,0.10650000000000001
371,48540,"Wheeling, WV-OH  ",100491.0,0.011030838582559634,0.17874836939256916,0.21833333333333335,0.13133333333333333
372,48620,"Wichita, KS  ",640218.0,0.01076898806344089,0.1204133778018881,0.28275,0.117
373,48660,"Wichita Falls, TX  ",151254.0,0.011103838576169887,0.1357703212673571,0.21666666666666667,0.131
374,48700,"Williamsport, PA  ",113299.0,0.010825338264238872,0.16459969684442607,0.228,0.13
375,48900,"Wilmington, NC  ",297533.0,0.009131760174501652,0.14115385369872688,0.3285,0.152
376,49020,"Winchester, VA-WV  ",28810.0,0.011853523082263104,0.16265387022741498,0.122,0.1
377,49180,"Winston-Salem, NC  ",676008.0,0.01021659506988083,0.13978232770732255,0.1996,0.1346
378,49340,"Worcester, MA-CT  ",947404.0,0.009493310140130292,0.12786524475425337,0.3,0.1035
379,49420,"Yakima, WA  ",1792147.0,0.011286741545196906,0.1156180107880542,0.16,0.165
380,49620,"York-Hanover, PA  ",449058.0,0.010008729384622921,0.14036963213808673,0.242,0.08800000000000001
381,49660,"Youngstown-Warren-Boardman, OH-PA  ",536081.0,0.011464685374038625,0.178295573851043,0.21733333333333335,0.16466666666666666
382,49700,"Yuba City, CA  ",175639.0,0.010911585695659847,0.1153134043968291,0.172,0.1535
383,49740,"Yuma, AZ  ",213787.0,0.011001604400641761,0.1565552331521517,0.14800000000000002,0.195
